path,class_name
project_results\raw_dataset\Exotic Shorthair\exotic_412.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_156.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_138.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_67.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_150.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_489.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_171.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_104.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_314.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_277.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_392.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_239.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_19.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_142.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_382.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_332.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_273.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_82.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_145.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_460.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_113.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_32.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_282.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_479.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_352.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_121.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_75.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_497.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_20.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_119.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_371.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_65.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_418.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_158.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_204.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_160.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_393.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_95.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_30.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_390.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_353.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_297.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_461.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_498.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_320.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_472.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_490.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_235.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_158.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_199.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_9.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_233.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_412.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_360.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_8.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_11.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_357.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_53.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_1.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_41.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_159.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_203.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_38.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_157.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_134.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_116.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_483.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_105.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_105.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_500.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_383.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_338.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_145.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_300.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_312.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_244.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_100.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_13.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_197.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_274.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_42.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_436.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_237.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_306.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_336.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_212.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_63.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_316.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_397.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_289.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_177.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_495.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_283.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_308.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_495.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_371.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_272.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_21.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_457.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_149.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_45.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_414.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_0.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_126.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_382.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_0.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_118.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_398.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_270.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_286.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_401.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_156.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_383.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_414.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_307.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_340.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_284.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_433.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_271.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_374.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_336.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_101.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_238.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_178.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_136.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_458.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_54.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_37.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_278.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_13.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_405.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_68.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_335.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_213.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_326.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_417.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_122.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_264.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_109.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_118.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_275.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_253.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_484.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_405.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_216.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_309.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_416.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_257.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_1.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_347.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_373.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_50.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_316.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_309.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_127.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_206.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_324.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_208.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_155.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_412.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_468.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_168.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_238.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_112.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_268.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_137.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_254.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_103.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_197.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_359.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_115.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_141.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_471.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_427.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_250.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_179.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_291.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_384.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_108.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_318.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_54.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_67.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_247.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_426.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_310.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_397.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_293.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_349.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_95.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_293.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_203.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_326.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_155.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_428.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_231.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_232.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_459.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_333.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_457.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_402.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_286.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_453.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_272.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_243.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_268.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_157.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_216.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_404.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_488.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_136.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_426.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_423.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_369.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_17.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_183.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_392.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_323.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_285.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_389.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_314.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_432.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_81.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_8.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_390.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_373.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_126.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_392.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_462.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_230.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_93.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_152.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_368.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_310.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_77.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_74.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_487.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_106.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_76.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_8.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_164.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_100.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_72.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_165.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_237.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_452.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_203.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_399.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_469.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_477.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_329.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_287.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_49.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_7.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_199.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_500.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_386.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_334.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_436.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_217.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_439.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_311.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_370.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_9.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_41.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_114.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_213.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_435.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_40.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_11.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_313.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_390.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_168.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_448.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_205.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_366.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_118.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_46.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_17.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_491.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_391.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_295.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_212.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_119.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_125.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_125.jpg,Himalayan
